instant_hourly,dteday,season_hourly,yr_hourly,mnth_hourly,hr,holiday_hourly,weekday_hourly,workingday_hourly,weathersit_hourly,temp_hourly,atemp_hourly,hum_hourly,windspeed_hourly,casual_hourly,registered_hourly,cnt_hourly,instant_daily,season_daily,yr_daily,mnth_daily,holiday_daily,weekday_daily,workingday_daily,weathersit_daily,temp_daily,atemp_daily,hum_daily,windspeed_daily,casual_daily,registered_daily,cnt_daily,recency
6591,2011-10-07,4,0,10,4,0,5,1,1,0.4,0.4091,0.87,0.1045,0,5,5,280,4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,451
6592,2011-10-07,4,0,10,5,0,5,1,1,0.42,0.4242,0.82,0.0,3,24,27,280,4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,451
6593,2011-10-07,4,0,10,6,0,5,1,1,0.42,0.4242,0.88,0.0,3,84,87,280,4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,451
6594,2011-10-07,4,0,10,7,0,5,1,1,0.42,0.4242,0.94,0.0,5,237,242,280,4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,451
6595,2011-10-07,4,0,10,8,0,5,1,1,0.46,0.4545,0.82,0.0,31,386,417,280,4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,451
6596,2011-10-07,4,0,10,9,0,5,1,1,0.48,0.4697,0.77,0.0,34,207,241,280,4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,451
6597,2011-10-07,4,0,10,10,0,5,1,1,0.52,0.5,0.68,0.0896,48,126,174,280,4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,451
6598,2011-10-07,4,0,10,11,0,5,1,1,0.56,0.5303,0.63,0.0,80,150,230,280,4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,451
6599,2011-10-07,4,0,10,12,0,5,1,1,0.6,0.6212,0.53,0.0,61,174,235,280,4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,451
6600,2011-10-07,4,0,10,13,0,5,1,1,0.6,0.6212,0.46,0.0,95,210,305,280,4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,451
6601,2011-10-07,4,0,10,14,0,5,1,1,0.62,0.6212,0.5,0.0,77,179,256,280,4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,451
6602,2011-10-07,4,0,10,15,0,5,1,1,0.66,0.6212,0.41,0.0,68,202,270,280,4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,451
6603,2011-10-07,4,0,10,16,0,5,1,1,0.64,0.6212,0.44,0.0,73,346,419,280,4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,451
6604,2011-10-07,4,0,10,17,0,5,1,1,0.6,0.6212,0.56,0.2537,101,462,563,280,4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,451
6605,2011-10-07,4,0,10,18,0,5,1,1,0.56,0.5303,0.6,0.0896,94,371,465,280,4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,451
6606,2011-10-07,4,0,10,19,0,5,1,1,0.56,0.5303,0.52,0.0,51,243,294,280,4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,451
6607,2011-10-07,4,0,10,20,0,5,1,1,0.54,0.5152,0.49,0.0,30,167,197,280,4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,451
6608,2011-10-07,4,0,10,21,0,5,1,1,0.5,0.4848,0.68,0.0,22,144,166,280,4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,451
6609,2011-10-07,4,0,10,22,0,5,1,1,0.5,0.4848,0.68,0.0,27,119,146,280,4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,451
6610,2011-10-07,4,0,10,23,0,5,1,1,0.5,0.4848,0.63,0.0,23,113,136,280,4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,451
6611,2011-10-08,4,0,10,0,0,6,0,1,0.48,0.4697,0.72,0.0,17,72,89,281,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,450
6612,2011-10-08,4,0,10,1,0,6,0,1,0.46,0.4545,0.82,0.0,14,51,65,281,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,450
6613,2011-10-08,4,0,10,2,0,6,0,1,0.46,0.4545,0.82,0.0,4,41,45,281,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,450
6614,2011-10-08,4,0,10,3,0,6,0,1,0.44,0.4394,0.88,0.0,4,16,20,281,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,450
6615,2011-10-08,4,0,10,4,0,6,0,1,0.42,0.4242,0.94,0.1343,3,7,10,281,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,450
6616,2011-10-08,4,0,10,5,0,6,0,1,0.42,0.4242,0.88,0.1045,1,7,8,281,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,450
6617,2011-10-08,4,0,10,6,0,6,0,1,0.42,0.4242,0.94,0.0,6,16,22,281,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,450
6618,2011-10-08,4,0,10,7,0,6,0,1,0.42,0.4242,0.94,0.0896,27,46,73,281,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,450
6619,2011-10-08,4,0,10,8,0,6,0,1,0.46,0.4545,0.82,0.0,14,89,103,281,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,450
6620,2011-10-08,4,0,10,9,0,6,0,1,0.5,0.4848,0.77,0.0,54,163,217,281,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,450
6621,2011-10-08,4,0,10,10,0,6,0,1,0.52,0.5,0.77,0.0,120,217,337,281,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,450
6622,2011-10-08,4,0,10,11,0,6,0,1,0.58,0.5455,0.56,0.0,176,221,397,281,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,450
6623,2011-10-08,4,0,10,12,0,6,0,1,0.62,0.6212,0.35,0.0,191,255,446,281,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,450
6624,2011-10-08,4,0,10,13,0,6,0,1,0.62,0.6212,0.46,0.1045,256,229,485,281,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,450
6625,2011-10-08,4,0,10,14,0,6,0,1,0.62,0.6212,0.5,0.0896,251,214,465,281,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,450
6626,2011-10-08,4,0,10,15,0,6,0,1,0.66,0.6212,0.39,0.0,262,234,496,281,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,450
6627,2011-10-08,4,0,10,16,0,6,0,1,0.64,0.6212,0.44,0.0896,221,230,451,281,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,450
6628,2011-10-08,4,0,10,17,0,6,0,1,0.62,0.6212,0.5,0.1343,174,219,393,281,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,450
6629,2011-10-08,4,0,10,18,0,6,0,1,0.6,0.6212,0.46,0.1045,135,224,359,281,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,450
6630,2011-10-08,4,0,10,19,0,6,0,1,0.54,0.5152,0.68,0.1343,76,172,248,281,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,450
6631,2011-10-08,4,0,10,20,0,6,0,1,0.52,0.5,0.77,0.1045,78,124,202,281,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,450
6632,2011-10-08,4,0,10,21,0,6,0,1,0.52,0.5,0.77,0.0,54,133,187,281,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,450
6633,2011-10-08,4,0,10,22,0,6,0,1,0.5,0.4848,0.77,0.0,45,104,149,281,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,450
6634,2011-10-08,4,0,10,23,0,6,0,1,0.48,0.4697,0.88,0.0,52,90,142,281,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,450
6635,2011-10-09,4,0,10,0,0,0,0,1,0.46,0.4545,0.88,0.0896,46,83,129,282,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,449
6636,2011-10-09,4,0,10,1,0,0,0,1,0.46,0.4545,0.88,0.0,15,63,78,282,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,449
6637,2011-10-09,4,0,10,2,0,0,0,1,0.46,0.4545,0.88,0.0,20,35,55,282,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,449
6638,2011-10-09,4,0,10,3,0,0,0,1,0.44,0.4394,0.88,0.0,10,20,30,282,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,449
6639,2011-10-09,4,0,10,4,0,0,0,1,0.44,0.4394,0.88,0.0,7,7,14,282,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,449
6640,2011-10-09,4,0,10,5,0,0,0,1,0.44,0.4394,0.88,0.0,1,14,15,282,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,449
6641,2011-10-09,4,0,10,6,0,0,0,1,0.44,0.4394,0.88,0.0,7,14,21,282,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,449
6642,2011-10-09,4,0,10,7,0,0,0,1,0.44,0.4394,0.86,0.0,18,26,44,282,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,449
6643,2011-10-09,4,0,10,8,0,0,0,1,0.46,0.4545,0.88,0.0,25,82,107,282,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,449
6644,2011-10-09,4,0,10,9,0,0,0,1,0.5,0.4848,0.77,0.0,66,119,185,282,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,449
6645,2011-10-09,4,0,10,10,0,0,0,1,0.56,0.5303,0.68,0.0896,155,210,365,282,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,449
6646,2011-10-09,4,0,10,11,0,0,0,1,0.62,0.6212,0.53,0.0896,189,234,423,282,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,449
6647,2011-10-09,4,0,10,12,0,0,0,1,0.64,0.6212,0.44,0.0896,212,243,455,282,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,449
6648,2011-10-09,4,0,10,13,0,0,0,1,0.66,0.6212,0.44,0.0896,225,193,418,282,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,449
6649,2011-10-09,4,0,10,14,0,0,0,1,0.68,0.6364,0.47,0.1642,272,228,500,282,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,449
6650,2011-10-09,4,0,10,15,0,0,0,1,0.68,0.6364,0.51,0.1642,198,209,407,282,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,449
6651,2011-10-09,4,0,10,16,0,0,0,1,0.66,0.6212,0.5,0.1343,223,247,470,282,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,449
6652,2011-10-09,4,0,10,17,0,0,0,1,0.62,0.6061,0.61,0.1045,208,230,438,282,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,449
6653,2011-10-09,4,0,10,18,0,0,0,1,0.64,0.6212,0.5,0.1045,186,228,414,282,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,449
6654,2011-10-09,4,0,10,19,0,0,0,1,0.56,0.5303,0.73,0.0896,116,186,302,282,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,449
6655,2011-10-09,4,0,10,20,0,0,0,1,0.56,0.5303,0.73,0.1045,59,134,193,282,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,449
6656,2011-10-09,4,0,10,21,0,0,0,1,0.54,0.5152,0.83,0.1045,53,120,173,282,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,449
6657,2011-10-09,4,0,10,22,0,0,0,2,0.52,0.5,0.94,0.0,48,104,152,282,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,449
6658,2011-10-09,4,0,10,23,0,0,0,1,0.5,0.4848,0.88,0.1045,38,85,123,282,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,449
6659,2011-10-10,4,0,10,0,1,1,0,1,0.5,0.4848,0.94,0.0,11,42,53,283,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,448
6660,2011-10-10,4,0,10,1,1,1,0,1,0.48,0.4697,0.88,0.0,4,30,34,283,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,448
6661,2011-10-10,4,0,10,2,1,1,0,1,0.48,0.4697,0.88,0.0,4,15,19,283,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,448
6662,2011-10-10,4,0,10,3,1,1,0,1,0.46,0.4545,0.88,0.0,2,9,11,283,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,448
6663,2011-10-10,4,0,10,4,1,1,0,1,0.46,0.4545,0.94,0.0,2,4,6,283,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,448
6664,2011-10-10,4,0,10,5,1,1,0,1,0.46,0.4545,0.94,0.0,2,19,21,283,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,448
6665,2011-10-10,4,0,10,6,1,1,0,1,0.44,0.4394,0.94,0.0,5,39,44,283,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,448
6666,2011-10-10,4,0,10,7,1,1,0,1,0.46,0.4545,0.88,0.0,12,102,114,283,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,448
6667,2011-10-10,4,0,10,8,1,1,0,1,0.52,0.5,0.83,0.0,27,227,254,283,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,448
6668,2011-10-10,4,0,10,9,1,1,0,1,0.54,0.5152,0.77,0.0,58,161,219,283,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,448
6669,2011-10-10,4,0,10,10,1,1,0,1,0.56,0.5303,0.73,0.1642,107,158,265,283,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,448
6670,2011-10-10,4,0,10,11,1,1,0,1,0.62,0.6061,0.69,0.0896,139,183,322,283,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,448
6671,2011-10-10,4,0,10,12,1,1,0,2,0.7,0.6515,0.48,0.0896,164,201,365,283,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,448
6672,2011-10-10,4,0,10,13,1,1,0,1,0.72,0.6515,0.37,0.0,146,219,365,283,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,448
6673,2011-10-10,4,0,10,14,1,1,0,1,0.74,0.6515,0.37,0.0,147,223,370,283,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,448
6674,2011-10-10,4,0,10,15,1,1,0,2,0.72,0.6515,0.42,0.1045,130,254,384,283,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,448
6675,2011-10-10,4,0,10,16,1,1,0,2,0.7,0.6364,0.45,0.0896,154,248,402,283,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,448
6676,2011-10-10,4,0,10,17,1,1,0,2,0.66,0.6212,0.54,0.1045,125,334,459,283,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,448
6677,2011-10-10,4,0,10,18,1,1,0,2,0.64,0.6212,0.53,0.0,108,365,473,283,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,448
6678,2011-10-10,4,0,10,19,1,1,0,2,0.58,0.5455,0.78,0.0896,69,267,336,283,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,448
6679,2011-10-10,4,0,10,20,1,1,0,1,0.6,0.5909,0.73,0.0,37,188,225,283,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,448
6680,2011-10-10,4,0,10,21,1,1,0,1,0.56,0.5303,0.88,0.0896,27,148,175,283,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,448
6681,2011-10-10,4,0,10,22,1,1,0,1,0.56,0.5303,0.88,0.0896,22,104,126,283,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,448
6682,2011-10-10,4,0,10,23,1,1,0,2,0.54,0.5152,0.88,0.1045,12,63,75,283,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,448
6683,2011-10-11,4,0,10,0,0,2,1,2,0.54,0.5152,0.88,0.0,14,16,30,284,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,447
6684,2011-10-11,4,0,10,1,0,2,1,2,0.52,0.5,0.94,0.0896,2,9,11,284,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,447
6685,2011-10-11,4,0,10,2,0,2,1,2,0.52,0.5,0.94,0.1343,1,4,5,284,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,447
6686,2011-10-11,4,0,10,3,0,2,1,2,0.52,0.5,0.88,0.1045,2,1,3,284,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,447
6687,2011-10-11,4,0,10,4,0,2,1,2,0.52,0.5,0.88,0.1343,0,5,5,284,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,447
6688,2011-10-11,4,0,10,5,0,2,1,2,0.52,0.5,0.88,0.0,0,20,20,284,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,447
6689,2011-10-11,4,0,10,6,0,2,1,1,0.52,0.5,0.83,0.0896,9,114,123,284,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,447
6690,2011-10-11,4,0,10,7,0,2,1,2,0.52,0.5,0.88,0.0896,19,333,352,284,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,447
6691,2011-10-11,4,0,10,8,0,2,1,2,0.56,0.5303,0.83,0.1045,31,375,406,284,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,447
6692,2011-10-11,4,0,10,9,0,2,1,2,0.6,0.5909,0.69,0.0,40,195,235,284,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,447
6693,2011-10-11,4,0,10,10,0,2,1,2,0.6,0.5909,0.69,0.1343,38,111,149,284,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,447
6694,2011-10-11,4,0,10,11,0,2,1,2,0.6,0.5909,0.73,0.1642,31,92,123,284,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,447
6695,2011-10-11,4,0,10,12,0,2,1,2,0.6,0.5909,0.73,0.1642,51,130,181,284,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,447
6696,2011-10-11,4,0,10,13,0,2,1,2,0.6,0.5909,0.73,0.194,42,138,180,284,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,447
6697,2011-10-11,4,0,10,14,0,2,1,3,0.6,0.5909,0.73,0.1045,54,117,171,284,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,447
6698,2011-10-11,4,0,10,15,0,2,1,2,0.6,0.5758,0.78,0.1642,36,139,175,284,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,447
6699,2011-10-11,4,0,10,16,0,2,1,2,0.6,0.5909,0.73,0.1642,63,257,320,284,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,447
6700,2011-10-11,4,0,10,17,0,2,1,2,0.6,0.5758,0.78,0.2537,70,534,604,284,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,447
6701,2011-10-11,4,0,10,18,0,2,1,2,0.6,0.5758,0.78,0.2239,46,493,539,284,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,447
6702,2011-10-11,4,0,10,19,0,2,1,2,0.58,0.5455,0.83,0.2239,33,285,318,284,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,447
6703,2011-10-11,4,0,10,20,0,2,1,2,0.58,0.5455,0.83,0.2239,31,203,234,284,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,447
6704,2011-10-11,4,0,10,21,0,2,1,2,0.58,0.5455,0.78,0.194,17,158,175,284,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,447
6705,2011-10-11,4,0,10,22,0,2,1,2,0.56,0.5303,0.83,0.194,27,120,147,284,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,447
6706,2011-10-11,4,0,10,23,0,2,1,2,0.56,0.5303,0.83,0.2836,10,47,57,284,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,447
6707,2011-10-12,4,0,10,0,0,3,1,2,0.56,0.5303,0.83,0.1343,2,23,25,285,4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,446
6708,2011-10-12,4,0,10,1,0,3,1,3,0.56,0.5303,0.83,0.1343,2,8,10,285,4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,446
6709,2011-10-12,4,0,10,2,0,3,1,2,0.56,0.5303,0.83,0.2836,0,2,2,285,4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,446
6710,2011-10-12,4,0,10,3,0,3,1,3,0.54,0.5152,0.94,0.2985,0,2,2,285,4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,446
6711,2011-10-12,4,0,10,4,0,3,1,3,0.54,0.5152,0.94,0.3881,1,6,7,285,4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,446
6712,2011-10-12,4,0,10,5,0,3,1,2,0.54,0.5152,0.88,0.3284,0,22,22,285,4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,446
6713,2011-10-12,4,0,10,6,0,3,1,2,0.54,0.5152,0.88,0.2537,5,107,112,285,4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,446
6714,2011-10-12,4,0,10,7,0,3,1,2,0.54,0.5152,0.88,0.3881,15,244,259,285,4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,446
6715,2011-10-12,4,0,10,8,0,3,1,2,0.54,0.5152,0.88,0.3881,27,377,404,285,4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,446
6716,2011-10-12,4,0,10,9,0,3,1,2,0.54,0.5152,0.88,0.4478,14,183,197,285,4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,446
6717,2011-10-12,4,0,10,10,0,3,1,2,0.54,0.5152,0.88,0.3881,15,98,113,285,4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,446
6718,2011-10-12,4,0,10,11,0,3,1,3,0.54,0.5152,0.94,0.3284,18,102,120,285,4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,446
6719,2011-10-12,4,0,10,12,0,3,1,3,0.54,0.5152,0.88,0.3284,9,53,62,285,4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,446
6720,2011-10-12,4,0,10,13,0,3,1,3,0.54,0.5152,0.88,0.2239,25,76,101,285,4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,446
6721,2011-10-12,4,0,10,14,0,3,1,3,0.54,0.5152,0.94,0.2836,8,70,78,285,4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,446
6722,2011-10-12,4,0,10,15,0,3,1,3,0.54,0.5152,0.94,0.2537,3,42,45,285,4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,446
6723,2011-10-12,4,0,10,16,0,3,1,2,0.56,0.5303,0.88,0.2239,5,50,55,285,4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,446
6724,2011-10-12,4,0,10,17,0,3,1,3,0.54,0.5152,0.94,0.2239,16,235,251,285,4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,446
6725,2011-10-12,4,0,10,18,0,3,1,3,0.54,0.5152,0.94,0.1343,11,161,172,285,4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,446
6726,2011-10-12,4,0,10,19,0,3,1,3,0.54,0.5152,0.94,0.1343,7,102,109,285,4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,446
6727,2011-10-12,4,0,10,20,0,3,1,3,0.54,0.5152,0.94,0.1045,9,81,90,285,4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,446
6728,2011-10-12,4,0,10,21,0,3,1,3,0.54,0.5152,1.0,0.1045,9,74,83,285,4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,446
6729,2011-10-12,4,0,10,22,0,3,1,3,0.54,0.5152,0.94,0.0896,3,40,43,285,4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,446
6730,2011-10-12,4,0,10,23,0,3,1,3,0.54,0.5152,0.94,0.0896,13,41,54,285,4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,446
6731,2011-10-13,4,0,10,0,0,4,1,2,0.54,0.5152,0.94,0.1343,1,14,15,286,4,0,10,0,4,1,2,0.589167,0.551804,0.896667,0.141787,290,2623,2913,445
6732,2011-10-13,4,0,10,1,0,4,1,2,0.54,0.5152,0.94,0.0,3,9,12,286,4,0,10,0,4,1,2,0.589167,0.551804,0.896667,0.141787,290,2623,2913,445
